preco;tamanho (m²);qtd_quartos;qtd_banheiros;qtd_vagas_garagem;bairro;endereco;bairro_tratada;bairro_mais_barato
1431753.0;84.0;3;3.0;2;Luxemburgo;Rua Professor Júlio Mourão;Luxemburgo;0
1520000.0;84.0;3;3.0;2;Serra;Rua Bambuí;Serra;0
722911.0;71.0;3;1.0;2;Padre Eustáquio;Rua Curupaiti;Padre Eustáquio;0
850000.0;170.0;3;2.0;2;Padre Eustáquio;Rua Professor Raphael Hardy;Padre Eustáquio;0
1901570.0;161.0;4;3.0;4;Castelo;Rua Castelo de Amieira;Castelo;0
894404.0;84.0;3;3.0;2;Graça;Rua Juruá;Graça;0
3200000.0;178.0;4;4.0;4;Barro Preto;Rua Paracatu;Barro Preto;0
1530917.0;108.0;2;2.0;2;Lourdes;Rua Felipe dos Santos;Lourdes;0
491000.0;48.0;2;2.0;1;Nova Suíssa;Rua Bogari;Nova Suíssa;0
700000.0;98.0;2;1.0;2;Castelo;Rua Castelo de Tordesilhas;Castelo;0
600000.0;95.0;3;2.0;1;São Lucas;Rua Nísio Batista de Oliveira;São Lucas;0
750000.0;140.0;3;2.0;3;Fernão Dias;Rua Jornalista Lena Santos;Fernão Dias;0
680000.0;84.0;3;3.0;3;Palmares;Rua Professor Antônio Márcio;Palmares;0
720000.0;56.0;2;2.0;2;Santo Antônio;Rua Conselheiro Quintiliano Silva;Santo Antônio;0
2500000.0;138.0;4;4.0;3;Serra;Rua Oriente;Serra;0
720000.0;100.0;3;2.0;2;Buritis;Rua Tereza Mota Valadares;Buritis;0
630000.0;63.0;3;2.0;2;Itapoã;Rua Dona Queridinha;Itapoã;0
1259340.0;67.0;2;2.0;2;Santo Agostinho;Rua Araguari;Santo Agostinho;0
1400000.0;190.0;4;5.0;4;Grajaú;Rua Verdum;Grajaú;0
2175000.0;159.0;3;4.0;3;Funcionários;Rua Gonçalves Dias;Funcionários;0
1100000.0;66.0;2;2.0;2;Lourdes;Rua dos Timbiras;Lourdes;0
3200000.0;280.0;4;5.0;4;Serra;Rua Bambuí;Serra;0
2250000.0;98.0;3;4.0;2;Lourdes;Rua Santa Catarina;Lourdes;0
1240000.0;205.0;3;2.0;2;Itapoã;Rua Gumercindo Couto e Silva;Itapoã;0
980000.0;115.0;3;4.0;1;Santo Antônio;Rua Nunes Vieira;Santo Antônio;0
850000.0;150.0;3;2.0;4;Ventosa;Rua Paulo Piedade Campos;Outros;0
1398000.0;181.0;4;2.0;2;Serra;Rua Santa Helena;Serra;0
800000.0;80.0;2;2.0;2;Gutierrez;Rua Professor Baroni;Gutierrez;0
877990.0;66.0;3;2.0;1;Serra;Rua Pouso Alto;Serra;0
669000.0;115.0;3;2.0;1;Sion;Rua Venezuela;Sion;0
4000000.0;207.0;4;5.0;4;Santo Agostinho;Rua Felipe dos Santos;Santo Agostinho;0
950000.0;115.0;3;2.0;2;Liberdade;Rua Vital Brasil;Liberdade;0
735887.0;75.0;3;2.0;2;Bandeirantes;Rua Lodi;Bandeirantes;0
649000.0;145.0;3;1.0;2;São João Batista;Rua Augusto Franco;São João Batista;0
579000.0;120.0;3;3.0;2;Ouro Preto;Rua Desembargador Paulo Mota;Ouro Preto;0
700000.0;64.0;2;2.0;1;Buritis;Rua Eli Seabra Filho;Buritis;0
1932387.0;106.0;3;3.0;2;Luxemburgo;Rua Guaicuí;Luxemburgo;0
944000.0;180.0;2;2.0;2;Manacás;Rua Raimunda Simões da Silva;Manacás;0
920000.0;123.0;3;2.0;2;União;Rua Andesita;União;0
1390000.0;89.0;3;2.0;2;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0
350000.0;63.0;3;2.0;1;Maria Virgínia;Rua Meira de Vasconcelos;Outros;0
630000.0;110.0;3;1.0;1;Sion;Rua Venezuela;Sion;0
1750000.0;189.0;4;5.0;4;Sion;Rua República Argentina;Sion;0
490000.0;75.0;3;2.0;1;Castelo;Rua Elson Nunes de Souza;Castelo;0
1400000.0;140.0;4;2.0;3;Buritis;Rua Professora Bartira Mourão;Buritis;0
1250000.0;91.0;3;2.0;3;Boa Viagem;Rua dos Aimorés;Boa Viagem;0
749000.0;120.0;4;3.0;2;Cidade Nova;Rua Doutor Júlio Otaviano Ferreira;Cidade Nova;0
850000.0;78.0;3;2.0;2;Sagrada Família;Rua Costa Monteiro;Sagrada Família;0
1100000.0;120.0;3;4.0;3;Liberdade;Rua Intendente Câmara;Liberdade;0
1100000.0;94.0;3;4.0;3;Buritis;Rua Doutor Lucídio Avelar;Buritis;0
1311785.0;139.0;3;2.0;3;Nova Suíssa;Rua Maria Macedo;Nova Suíssa;0
800000.0;75.0;3;2.0;1;Buritis;Rua Tereza Mota Valadares;Buritis;0
1260000.0;138.0;4;4.0;4;Jaraguá;Rua Major Americano de Souza;Jaraguá;0
1300000.0;102.0;3;2.0;2;Serra;Rua Palmira;Serra;0
1180000.0;70.0;2;1.0;2;Cruzeiro;Rua Pium-I;Cruzeiro;0
950000.0;102.0;3;2.0;3;Barreiro;Rua Vila da Barra;Barreiro;0
1310000.0;65.0;2;2.0;2;Lourdes;Rua Curitiba;Lourdes;0
395000.0;85.0;3;2.0;0;Serra;Rua do Ouro;Serra;0
809900.0;202.0;3;2.0;2;Serrano;Rua Itambé do Mato Dentro;Serrano;0
850000.0;67.0;2;2.0;2;Sion;Rua Estados Unidos;Sion;0
910000.0;176.0;3;2.0;2;Planalto;Rua Professor Massanielo Santos;Planalto;0
2150000.0;97.0;3;2.0;3;Anchieta;Rua Vitório Marcola;Anchieta;0
990000.0;104.0;3;3.0;3;Buritis;Avenida Aggeo Pio Sobrinho;Buritis;0
800000.0;100.0;3;2.0;2;Buritis;Rua Professora Bartira Mourão;Buritis;0
900000.0;120.0;4;3.0;2;Buritis;Rua Paulo Diniz Carneiro;Buritis;0
640000.0;80.0;2;2.0;1;Santo Antônio;Avenida Prudente de Morais;Santo Antônio;0
1055000.0;170.0;4;3.0;2;Luxemburgo;Rua Pio Porto de Menezes;Luxemburgo;0
1300000.0;75.0;2;3.0;2;Funcionários;Rua Rio Grande do Norte;Funcionários;0
1190000.0;200.0;3;3.0;1;Sagrada Família;Rua São Luiz;Sagrada Família;0
1180000.0;117.0;2;3.0;2;Barro Preto;Rua Bernardo Guimarães;Barro Preto;0
632671.0;64.0;2;2.0;0;Centro;Rua dos Carijós;Centro;0
752000.0;140.0;3;3.0;2;Esplanada;Rua do Carapuça;Esplanada;0
1180000.0;60.0;2;3.0;2;Santo Agostinho;Rua Juiz de Fora;Santo Agostinho;0
1480000.0;118.0;4;3.0;2;Funcionários;Rua Rio Grande do Norte;Funcionários;0
590000.0;96.0;2;2.0;1;Liberdade;Rua Carmelino Pinto Coelho;Liberdade;0
879000.0;85.0;3;2.0;2;Monsenhor Messias;Rua Francisco Bicalho;Outros;0
820000.0;51.0;1;1.0;2;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0
857000.0;117.0;3;2.0;2;Santa Inês;Rua Caiana;Santa Inês;0
830000.0;140.0;4;2.0;2;Luxemburgo;Rua Felipe Drumond;Luxemburgo;0
1265416.0;84.0;2;2.0;2;Anchieta;Rua Montes Claros;Anchieta;0
2690000.0;108.0;3;3.0;2;Centro;Rua Curitiba;Centro;0
390000.0;67.0;3;2.0;1;Paraíso;Rua Paulo Papini;Outros;0
900000.0;115.0;3;2.0;3;Palmares;Rua Jorge Angel Livraga;Palmares;0
910000.0;70.0;3;2.0;2;Santa Rosa;Rua Desembargador Viotti de Magalhães;Santa Rosa;0
640000.0;90.0;3;2.0;2;Planalto;Rua Josué Azevedo;Planalto;0
2600000.0;148.0;4;4.0;3;Castelo;Rua Castelo de Arraiolos;Castelo;0
500000.0;120.0;3;1.0;1;Concórdia;Rua Itamaracá;Concórdia;0
850000.0;119.0;4;3.0;2;Fernão Dias;Rua José Júlio Ferreira;Fernão Dias;0
1436547.0;90.0;3;3.0;2;Luxemburgo;Rua Professor Júlio Mourão;Luxemburgo;0
750000.0;132.0;3;1.0;2;Silveira;Rua Luiz Balena;Silveira;0
430000.0;45.0;2;1.0;1;Jardim Atlântico;Rua Carlos Sá;Jardim Atlântico;0
1650000.0;107.0;3;3.0;2;Belvedere;Rua Engenheiro Walter Kurrle;Belvedere;0
1340000.0;126.0;4;3.0;3;Buritis;Rua Tito Guimarães;Buritis;0
1100000.0;146.0;4;4.0;2;São José;Rua Barroso Júnior;São José;0
530000.0;95.0;3;2.0;0;São Lucas;Rua Professor Regozino Alves;São Lucas;0
360000.0;40.0;1;1.0;1;Estoril;Rua Senador Lima Guimarães;Estoril;0
530000.0;87.0;3;2.0;1;Ipiranga;Rua Ubaí;Ipiranga;0
749000.0;100.0;3;2.0;2;São Pedro;Rua Coral;São Pedro;0
650000.0;139.0;3;3.0;1;Gutierrez;Rua Herculano de Freitas;Gutierrez;0
610000.0;104.0;3;3.0;2;Santa Mônica;Rua dos Uaicás;Santa Mônica;0
790000.0;68.0;3;2.0;2;Itapoã;Rua Professor Baeta Viana;Itapoã;0
2230000.0;116.0;3;3.0;2;Lourdes;Rua Alvarenga Peixoto;Lourdes;0
590000.0;90.0;3;2.0;1;Cruzeiro;Rua Caracol;Cruzeiro;0
1360000.0;93.0;3;2.0;2;Funcionários;Rua Maranhão;Funcionários;0
950000.0;186.0;4;3.0;3;Paquetá;Rua Pedrogão Pequeno;Paquetá;0
550000.0;104.0;3;2.0;2;Santo Antônio;Rua Luiza Carvalho Torres;Santo Antônio;0
1250000.0;107.0;3;2.0;2;Funcionários;Rua Maranhão;Funcionários;0
990000.0;110.0;2;3.0;2;Cidade Nova;Rua Professor Amedee Peret;Cidade Nova;0
450000.0;93.0;3;2.0;0;Floresta;Rua Jacuí;Floresta;0
2400000.0;334.0;3;2.0;2;Cruzeiro;Rua Pium-I;Cruzeiro;0
1612341.0;138.0;3;3.0;2;Santo Antônio;Rua Coletor Celso Werneck;Santo Antônio;0
820000.0;63.0;2;2.0;2;Cidade Nova;Rua Doutor Júlio Otaviano Ferreira;Cidade Nova;0
750000.0;100.0;2;2.0;2;Ouro Preto;Rua Desembargador Paulo Mota;Ouro Preto;0
900000.0;120.0;4;4.0;3;Alto Barroca;Rua Armindo Chaves;Alto Barroca;0
1850000.0;147.0;4;3.0;3;Santa Efigênia;Rua Piauí;Santa Efigênia;0
1200000.0;121.0;2;2.0;2;Cruzeiro;Rua Alfenas;Cruzeiro;0
1800000.0;160.0;4;4.0;4;Silveira;Rua Ana Carvalho Silveira;Silveira;0
795000.0;208.0;3;2.0;2;União;Rua Arapé;União;0
750000.0;66.0;2;2.0;2;Ipiranga;Rua Doutor Furtado de Menezes;Ipiranga;0
1200000.0;74.0;2;3.0;2;Serra;Rua Carolina Figueiredo;Serra;0
1080000.0;91.0;3;3.0;2;São Pedro;Rua Padre Severino;São Pedro;0
535000.0;72.0;3;2.0;2;Manacás;Rua Francisco Magalhães Gomes;Manacás;0
985000.0;122.0;2;3.0;2;Alto Barroca;Rua Armindo Chaves;Alto Barroca;0
769000.0;79.0;3;2.0;2;Jardim América;Rua Lindolfo de Azevedo;Jardim América;0
1050000.0;186.0;4;3.0;2;São José;Rua Roquete Mendonça;São José;0
947000.0;64.0;2;2.0;2;Funcionários;Rua dos Timbiras;Funcionários;0
750000.0;120.0;3;3.0;2;Buritis;Rua Tereza Mota Valadares;Buritis;0
999000.0;159.0;3;2.0;3;Liberdade;Rua Vital Brasil;Liberdade;0
1860000.0;105.0;3;2.0;2;Cidade Nova;Rua Nelson Soares de Faria;Cidade Nova;0
999900.0;157.0;3;2.0;3;Liberdade;Rua Vital Brasil;Liberdade;0
820000.0;171.0;4;3.0;2;Buritis;Rua Tereza Mota Valadares;Buritis;0
1480000.0;87.0;3;2.0;2;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0
820000.0;55.0;2;3.0;2;Serra;Rua Professor Estevão Pinto;Serra;0
589000.0;65.0;3;2.0;2;Itapoã;Rua Desembargador Lincoln Prates;Itapoã;0
1135000.0;60.0;2;3.0;2;Santo Agostinho;Rua Juiz de Fora;Santo Agostinho;0
950000.0;270.0;5;4.0;3;Sion;Rua da Groenlândia;Sion;0
970000.0;57.0;1;2.0;2;Funcionários;Rua Cláudio Manoel;Funcionários;0
900000.0;90.0;3;3.0;2;Estoril;Rua José Rodrigues Pereira;Estoril;0
853000.0;120.0;3;2.0;3;Dona Clara;Rua Adauto Feitosa;Dona Clara;0
2020000.0;114.0;3;1.0;2;Lourdes;Rua dos Aimorés;Lourdes;0
700000.0;144.0;3;3.0;1;Santa Amélia;Rua Mércia Siqueira Prates;Santa Amélia;0
890000.0;108.0;3;3.0;3;Buritis;Rua Ulisses Marcondes Escobar;Buritis;0
1450000.0;155.0;4;2.0;2;Serra;Rua Muzambinho;Serra;0
1500000.0;192.0;4;3.0;3;Jaraguá;Rua Bacupã;Jaraguá;0
1457295.0;86.0;3;3.0;2;Santo Agostinho;Avenida Olegário Maciel;Santo Agostinho;0
750000.0;120.0;3;2.0;2;Santa Mônica;Rua Olavo Bilac;Santa Mônica;0
989000.0;155.0;3;2.0;2;Santa Mônica;Rua do Carmelo;Santa Mônica;0
1550000.0;150.0;4;3.0;4;Castelo;Rua Castelo Rodrigo;Castelo;0
737000.0;53.0;2;2.0;1;Funcionários;Rua dos Timbiras;Funcionários;0
450000.0;64.0;3;1.0;1;Santa Efigênia;Rua João Ribeiro;Santa Efigênia;0
739000.0;78.0;3;3.0;2;Padre Eustáquio;Rua Dom Viçoso;Padre Eustáquio;0
764990.0;52.0;2;2.0;1;Coração de Jesus;Rua Professor Otto Cirne;Coração de Jesus;0
1095000.0;115.0;3;3.0;2;Castelo;Rua Castelo de Avis;Castelo;0
1040000.0;66.0;2;2.0;2;Santo Agostinho;Rua Araguari;Santo Agostinho;0
650000.0;89.0;3;2.0;1;Fernão Dias;Rua Aiuruoca;Fernão Dias;0
1450000.0;190.0;4;3.0;2;Funcionários;Rua Ceará;Funcionários;0
935000.0;60.0;2;1.0;2;Santa Efigênia;Rua Padre Marinho;Santa Efigênia;0
4434000.0;252.0;4;5.0;4;Cruzeiro;Rua Alfenas;Cruzeiro;0
650000.0;116.0;3;2.0;2;Itapoã;Rua General Ephigênio Ruas Santos;Itapoã;0
959000.0;156.0;4;3.0;4;Jaraguá;Rua Pedro Dutra;Jaraguá;0
450000.0;80.0;3;2.0;0;Floresta;Rua Silva Jardim;Floresta;0
999000.0;100.0;3;2.0;2;Santa Amélia;Rua Engenheiro Pedro Bax;Santa Amélia;0
860000.0;74.0;3;2.0;2;Serra;Rua Itaparica;Serra;0
649000.0;120.0;3;3.0;4;Fernão Dias;Rua Armindo Batista Pereira;Fernão Dias;0
759000.0;69.0;3;2.0;2;Sagrada Família;Rua São Mateus;Sagrada Família;0
2800000.0;340.0;5;5.0;2;Boa Viagem;Rua Alagoas;Boa Viagem;0
3470926.0;197.0;3;5.0;4;Lourdes;Avenida Olegário Maciel;Lourdes;0
1400000.0;125.0;4;4.0;3;Buritis;Rua Professora Bartira Mourão;Buritis;0
1250000.0;187.0;4;2.0;3;Buritis;Rua Ernani Agricola;Buritis;0
1319131.0;89.0;3;3.0;2;Luxemburgo;Rua Alves do Vale;Luxemburgo;0
455000.0;33.0;1;1.0;0;Nova Granada;Rua Peperi;Nova Granada;0
890000.0;57.0;2;1.0;1;São Pedro;Rua Lavras;São Pedro;0
1589000.0;160.0;4;3.0;2;Carmo;Rua Montes Claros;Carmo;0
830000.0;64.0;2;2.0;2;Santo Antônio;Rua Teixeira de Freitas;Santo Antônio;0
930000.0;120.0;4;3.0;4;Fernão Dias;Rua Aiuruoca;Fernão Dias;0
801300.0;107.0;3;2.0;2;Pompéia;Rua Bragança;Outros;0
960000.0;154.0;4;3.0;3;Buritis;Rua Maria Heilbuth Surette;Buritis;0
640000.0;116.0;3;3.0;2;Cidade Nova;Avenida José Cândido da Silveira;Cidade Nova;0
395000.0;100.0;2;1.0;1;São João Batista;Rua Armando Pinto Monteiro;São João Batista;0
680000.0;82.0;2;3.0;1;Carmo;Rua Montes Claros;Carmo;0
913186.0;92.0;2;2.0;1;Lourdes;Avenida Bias Fortes;Lourdes;0
980000.0;63.0;2;2.0;2;Sion;Rua Assunção;Sion;0
1875000.0;266.0;4;4.0;3;Liberdade;Rua Aureliano Lessa;Liberdade;0
359000.0;50.0;2;1.0;2;Rio Branco;Rua Diva;Rio Branco;0
790000.0;186.0;5;5.0;2;Palmares;Rua Manoel Venâncio Martins;Palmares;0
2000000.0;185.0;3;5.0;3;Cruzeiro;Rua Pium-I;Cruzeiro;0
693949.0;35.0;1;1.0;1;Boa Viagem;Rua Sergipe;Boa Viagem;0
634094.0;64.0;2;2.0;0;Centro;Rua dos Carijós;Centro;0
1800000.0;200.0;4;4.0;3;Santo Antônio;Rua São Domingos do Prata;Santo Antônio;0
425000.0;68.0;3;2.0;2;Buritis;Rua Tereza Mota Valadares;Buritis;0
690000.0;100.0;3;2.0;2;São Lucas;Rua Teodomiro Cruz;São Lucas;0
1090000.0;158.0;2;3.0;2;Sagrada Família;Rua Oswaldo Ferraz;Sagrada Família;0
1280000.0;78.0;3;2.0;2;São Pedro;Rua Viçosa;São Pedro;0
600165.0;70.0;2;2.0;2;Bandeirantes;Rua Lodi;Bandeirantes;0
672600.0;39.0;1;1.0;1;Santa Efigênia;Avenida do Contorno;Santa Efigênia;0
1380000.0;110.0;4;3.0;3;Serra;Rua Palmira;Serra;0
580000.0;76.0;2;2.0;2;Castelo;Rua Castelo Rodrigo;Castelo;0
1150000.0;88.0;3;2.0;2;Sion;Rua Nicarágua;Sion;0
500000.0;130.0;4;2.0;1;Santo Antônio;Rua Copérnico Pinto Coelho;Santo Antônio;0
1700000.0;150.0;4;3.0;2;Funcionários;Rua Gonçalves Dias;Funcionários;0
2690000.0;204.0;4;4.0;4;Belvedere;Rua Sebastião Fabiano Dias;Belvedere;0
3900000.0;240.0;4;4.0;4;Santo Agostinho;Rua Martim de Carvalho;Santo Agostinho;0
1290000.0;100.0;3;3.0;2;São Pedro;Rua Mestre Luis;São Pedro;0
890000.0;160.0;4;1.0;1;Luxemburgo;Rua Guaicuí;Luxemburgo;0
3700000.0;312.0;4;5.0;4;Lourdes;Rua Tomaz Gonzaga;Lourdes;0
1050000.0;120.0;4;3.0;0;Buritis;Rua Ulisses Marcondes Escobar;Buritis;0
265000.0;23.0;1;1.0;0;Bandeirantes;Avenida Otacílio Negrão de Lima;Bandeirantes;0
2920000.0;164.0;4;4.0;3;Santa Efigênia;Rua Maranhão;Santa Efigênia;0
433376.0;30.0;1;1.0;0;Centro;Rua São Paulo;Centro;0
990000.0;144.0;4;3.0;2;Sion;Avenida dos Bandeirantes;Sion;0
2235353.0;105.0;3;3.0;2;Lourdes;Avenida Olegário Maciel;Lourdes;0
950000.0;85.0;3;3.0;2;Grajaú;Rua Xapuri;Grajaú;0
1421253.0;51.0;1;1.0;1;Savassi;Rua Fernandes Tourinho;Savassi;0
1650000.0;101.0;3;3.0;2;Savassi;Rua Gonçalves Dias;Savassi;0
1451066.0;87.0;2;3.0;2;Gutierrez;Rua Almirante Alexandrino;Gutierrez;0
1239000.0;80.0;2;3.0;2;Anchieta;Rua Grajaú;Anchieta;0
1360000.0;132.0;4;3.0;3;Estoril;Rua Pintor Vicente Abreu;Estoril;0
595000.0;75.0;3;2.0;2;Ouro Preto;Rua José Moura Peçanha;Ouro Preto;0
750000.0;62.0;2;2.0;1;Santa Efigênia;Rua Juiz Costa Val;Santa Efigênia;0
925504.0;197.0;2;2.0;2;Sagrada Família;Rua Genoveva de Souza;Sagrada Família;0
670000.0;59.0;2;1.0;2;Estoril;Avenida Barão Homem de Melo;Estoril;0
1818000.0;249.0;4;3.0;2;Pampulha;Rua dos Aeroviários;Pampulha;0
790000.0;72.0;2;3.0;2;Serra;Rua Monte Alegre;Serra;0
580000.0;137.0;3;2.0;2;Buritis;Rua Iracy Manata;Buritis;0
2447000.0;174.0;4;3.0;4;Gutierrez;Rua Oscar Trompowsky;Gutierrez;0
1250000.0;135.0;4;3.0;2;Santo Antônio;Rua Paulo Afonso;Santo Antônio;0
920000.0;85.0;3;2.0;2;Santo Agostinho;Rua Araguari;Santo Agostinho;0
1100000.0;130.0;3;2.0;2;Serra;Rua Senador Pompéo;Serra;0
815000.0;84.0;3;3.0;2;Buritis;Rua Eli Seabra Filho;Buritis;0
789000.0;114.0;4;3.0;3;União;Rua Artur de Sá;União;0
798000.0;75.0;3;2.0;2;Colégio Batista;Rua Pouso Alegre;Colégio Batista;0
1650000.0;139.0;4;1.0;3;Castelo;Rua Castelo de Alcobaça;Castelo;0
737053.0;62.0;2;2.0;2;Carlos Prates;Rua Bom Sucesso;Carlos Prates;0
875000.0;137.0;4;3.0;2;Buritis;Rua Doutor Lucídio Avelar;Buritis;0
958000.0;96.0;3;3.0;2;União;Rua Johnson;União;0
1089000.0;85.0;3;2.0;2;Santo Antônio;Rua Carlos Gomes;Santo Antônio;0
430000.0;109.0;3;3.0;0;Centro;Avenida Amazonas;Centro;0
4000000.0;216.0;3;6.0;3;Lourdes;Rua Antônio de Albuquerque;Lourdes;0
1180000.0;283.0;3;2.0;2;Floresta;Rua Francisco Bressane;Floresta;0
1600000.0;96.0;3;2.0;2;Comiteco;Rua Engenheiro Caetano Lopes;Outros;0
1255892.0;97.0;3;3.0;2;Buritis;Rua José Teófilo Marques;Buritis;0
958000.0;120.0;3;3.0;2;Renascença;Rua Jari;Renascença;0
950000.0;112.0;3;3.0;2;Buritis;Rua Jandiatuba;Buritis;0
1099200.0;59.0;2;2.0;2;Santo Agostinho;Rua dos Aimorés;Santo Agostinho;0
469000.0;40.0;1;1.0;1;Estoril;Avenida Barão Homem de Melo;Estoril;0
1233287.0;75.0;2;2.0;2;Boa Viagem;Rua Alagoas;Boa Viagem;0
2660000.0;314.0;3;3.0;4;Serra;Rua Caraça;Serra;0
1110000.0;94.0;3;2.0;2;Luxemburgo;Rua Fábio Couri;Luxemburgo;0
562502.0;39.0;2;1.0;0;Estoril;Avenida Raja Gabaglia;Estoril;0
950000.0;102.0;3;2.0;2;Liberdade;Rua Vital Brasil;Liberdade;0
890000.0;135.0;4;4.0;2;Liberdade;Rua Duarte da Costa;Liberdade;0
1780000.0;228.0;4;3.0;4;Serrano;Rua Hélia Ricaldoni de Freitas;Serrano;0
599000.0;98.0;2;2.0;2;Planalto;Rua Terezinha Lopes de Azevedo;Planalto;0
980000.0;60.0;3;2.0;1;Planalto;Rua Professora Vicentina Barreto;Planalto;0
1390000.0;130.0;4;4.0;4;Santa Rosa;Rua Elza Moreira Lopes;Santa Rosa;0
1270000.0;108.0;4;3.0;2;Buritis;Rua Sílvio Menicucci;Buritis;0
714000.0;93.0;3;2.0;2;Paquetá;Rua Frei Martinho Burnier;Paquetá;0
1395000.0;93.0;3;3.0;2;Funcionários;Rua Bernardo Guimarães;Funcionários;0
700000.0;140.0;3;2.0;1;Cruzeiro;Rua Jornalista Jair Silva;Cruzeiro;0
1490000.0;138.0;4;4.0;2;Sion;Rua Patagônia;Sion;0
1115000.0;67.0;2;2.0;2;Lourdes;Rua Tomaz Gonzaga;Lourdes;0
700000.0;55.0;3;2.0;2;Sagrada Família;Rua Barão de Cocais;Sagrada Família;0
1400000.0;105.0;2;2.0;2;Sion;Rua da Groenlândia;Sion;0
1090000.0;87.0;3;2.0;2;Buritis;Avenida José de Oliveira Vaz;Buritis;0
1800000.0;140.0;4;2.0;3;Sion;Rua Califórnia;Sion;0
980000.0;140.0;4;4.0;3;Buritis;Rua Tereza Mota Valadares;Buritis;0
650000.0;39.0;1;2.0;1;Santa Efigênia;Avenida do Contorno;Santa Efigênia;0
978947.0;88.0;3;3.0;2;Cidade Nova;Rua Clóvis Magalhães Pinto;Cidade Nova;0
599000.0;76.0;2;2.0;2;Planalto;Rua Terezinha Lopes de Azevedo;Planalto;0
730000.0;120.0;3;2.0;2;São Pedro;Rua Equador;São Pedro;0
2120495.0;136.0;4;4.0;3;Ouro Preto;Avenida Fleming;Ouro Preto;0
1100000.0;140.0;4;2.0;4;Buritis;Rua José Hemetério Andrade;Buritis;0
2152700.0;117.0;3;3.0;3;Lourdes;Avenida Olegário Maciel;Lourdes;0
617000.0;57.0;2;2.0;0;Centro;Rua dos Carijós;Centro;0
685000.0;76.0;3;2.0;2;Santa Inês;Rua Campanário;Santa Inês;0
999999.0;113.0;2;2.0;1;Santo Antônio;Rua Mangabeira;Santo Antônio;0
995000.0;56.0;1;1.0;1;Santo Agostinho;Rua dos Aimorés;Santo Agostinho;0
426000.0;75.0;3;1.0;0;Barro Preto;Avenida Augusto de Lima;Barro Preto;0
1363263.0;113.0;3;2.0;2;Serra;Rua Barão de Lucena;Serra;0
1490000.0;160.0;4;3.0;2;Cruzeiro;Rua Pium-I;Cruzeiro;0
900000.0;120.0;3;2.0;2;Minas Brasil;Rua Padre Nóbrega;Outros;0
1100000.0;120.0;4;4.0;2;São José;Rua Barroso Júnior;São José;0
1300000.0;110.0;3;2.0;3;Santo Agostinho;Avenida Olegário Maciel;Santo Agostinho;0
1020510.0;70.0;2;2.0;0;Estoril;Avenida Raja Gabaglia;Estoril;0
950000.0;120.0;3;3.0;6;Caiçara-Adelaide;Rua Zenite;Caiçara-Adelaide;0
795000.0;118.0;3;3.0;2;Buritis;Rua José Hemetério Andrade;Buritis;0
710000.0;136.0;4;3.0;2;Alto Caiçaras;Rua da Coleirinha;Alto Caiçaras;0
1248000.0;146.0;3;2.0;2;União;Rua Johnson;União;0
1200000.0;133.0;4;4.0;3;Jaraguá;Rua Pedro Dutra;Jaraguá;0
2300000.0;110.0;3;3.0;2;Funcionários;Rua Maranhão;Funcionários;0
570000.0;90.0;3;2.0;0;Centro;Rua dos Guajajaras;Centro;0
400000.0;75.0;3;2.0;1;Ventosa;Rua Paulo Piedade Campos;Outros;0
860000.0;210.0;4;3.0;2;Cidade Nova;Rua Afonso Pena Júnior;Cidade Nova;0
1270000.0;77.0;2;2.0;1;Funcionários;Rua dos Timbiras;Funcionários;0
915000.0;96.0;3;2.0;2;São Lucas;Rua Coronel Fulgêncio;São Lucas;0
1146930.0;78.0;3;2.0;2;Prado;Rua Lagoa Dourada;Prado;0
680000.0;100.0;4;2.0;0;Lourdes;Rua Marília de Dirceu;Lourdes;0
1925638.0;111.0;3;2.0;2;Gutierrez;Rua Ludgero Dolabela;Gutierrez;0
1070000.0;157.0;3;2.0;2;Liberdade;Rua Doutor Teles;Liberdade;0
2200000.0;91.0;3;3.0;4;Lourdes;Rua Gonçalves Dias;Lourdes;0
1419537.0;90.0;3;1.0;2;Luxemburgo;Rua Professor Júlio Mourão;Luxemburgo;0
1650000.0;134.0;4;3.0;2;Savassi;Rua Ceará;Savassi;0
1400000.0;131.0;4;4.0;2;Boa Viagem;Rua Sergipe;Boa Viagem;0
1500000.0;120.0;4;2.0;2;Paquetá;Rua Constantino Siqueira dos Santos;Paquetá;0
1400000.0;140.0;3;3.0;3;Buritis;Rua Sílvio Menicucci;Buritis;0
990000.0;86.0;3;2.0;2;Funcionários;Rua Grão Pará;Funcionários;0
2060000.0;130.0;4;2.0;3;Funcionários;Rua Cláudio Manoel;Funcionários;0
780000.0;108.0;3;2.0;2;Planalto;Rua Hélio Salomão;Planalto;0
600000.0;96.0;3;2.0;1;Dom Joaquim;Rua Urutu;Outros;0
1300000.0;166.0;3;2.0;3;Buritis;Rua Fidélis Martins;Buritis;0
690000.0;70.0;3;2.0;2;Dona Clara;Rua José Wanderley Lara;Dona Clara;0
890000.0;117.0;3;2.0;4;Buritis;Rua Marco Aurélio de Miranda;Buritis;0
995000.0;127.0;3;1.0;2;Sion;Avenida dos Bandeirantes;Sion;0
568000.0;79.0;3;2.0;1;União;Rua João das Chagas;União;0
